module,model_or_inherit,class_name,field_name,field_type,source_file
tz_property_inventory,tz.property.listing,TzPropertyListing,status,Selection,addons/tz_property_inventory/models/property_listing.py
tz_property_inventory,tz.property.listing,TzPropertyListing,published_date,Date,addons/tz_property_inventory/models/property_listing.py
tz_property_inventory,tz.property.listing,TzPropertyListing,description,Text,addons/tz_property_inventory/models/property_listing.py
tz_property_inventory,tz.property.project,TzPropertyProject,name,Char,addons/tz_property_inventory/models/property_project.py
tz_property_inventory,tz.property.project,TzPropertyProject,developer_id,Many2one,addons/tz_property_inventory/models/property_project.py
tz_property_inventory,tz.property.project,TzPropertyProject,city,Char,addons/tz_property_inventory/models/property_project.py
tz_property_inventory,tz.property.project,TzPropertyProject,area,Char,addons/tz_property_inventory/models/property_project.py
tz_property_inventory,tz.property.project,TzPropertyProject,project_type,Selection,addons/tz_property_inventory/models/property_project.py
tz_property_inventory,tz.property.project,TzPropertyProject,completion_status,Selection,addons/tz_property_inventory/models/property_project.py
tz_property_inventory,tz.property.project,TzPropertyProject,handover_date,Date,addons/tz_property_inventory/models/property_project.py
tz_property_inventory,tz.property.project,TzPropertyProject,description,Text,addons/tz_property_inventory/models/property_project.py
tz_property_inventory,tz.property.project,TzPropertyProject,building_ids,One2many,addons/tz_property_inventory/models/property_project.py
tz_property_inventory,tz.property.project,TzPropertyProject,unit_ids,One2many,addons/tz_property_inventory/models/property_project.py
tz_property_inventory,tz.property.project,TzPropertyProject,building_count,Integer,addons/tz_property_inventory/models/property_project.py
tz_property_inventory,tz.property.project,TzPropertyProject,unit_count,Integer,addons/tz_property_inventory/models/property_project.py
tz_realestate_leads,inherit:crm.lead,CrmLead,property_type,Selection,addons/tz_realestate_leads/models/crm_lead.py
tz_realestate_leads,inherit:crm.lead,CrmLead,preferred_location,Char,addons/tz_realestate_leads/models/crm_lead.py
tz_realestate_leads,inherit:crm.lead,CrmLead,budget_min,Float,addons/tz_realestate_leads/models/crm_lead.py
tz_realestate_leads,inherit:crm.lead,CrmLead,budget_max,Float,addons/tz_realestate_leads/models/crm_lead.py
tz_realestate_leads,inherit:crm.lead,CrmLead,buying_purpose,Selection,addons/tz_realestate_leads/models/crm_lead.py
tz_realestate_leads,inherit:crm.lead,CrmLead,lead_temperature,Selection,addons/tz_realestate_leads/models/crm_lead.py
tz_realestate_leads,inherit:crm.lead,CrmLead,lead_score,Integer,addons/tz_realestate_leads/models/crm_lead.py
tz_realestate_leads,inherit:crm.lead,CrmLead,whatsapp_status,Selection,addons/tz_realestate_leads/models/crm_lead.py
tz_realestate_leads,inherit:crm.lead,CrmLead,call_status,Selection,addons/tz_realestate_leads/models/crm_lead.py
tz_realestate_leads,inherit:crm.lead,CrmLead,site_visit_status,Selection,addons/tz_realestate_leads/models/crm_lead.py
tz_realestate_leads,inherit:crm.lead,CrmLead,next_followup_date,Datetime,addons/tz_realestate_leads/models/crm_lead.py
tz_realestate_leads,inherit:crm.lead,CrmLead,lost_reason_detail,Text,addons/tz_realestate_leads/models/crm_lead.py
tz_site_visit,inherit:crm.lead,CrmLead,site_visit_ids,One2many,addons/tz_site_visit/models/crm_lead.py
tz_site_visit,inherit:crm.lead,CrmLead,site_visit_count,Integer,addons/tz_site_visit/models/crm_lead.py
tz_site_visit,tz.site.visit,TzSiteVisit,name,Char,addons/tz_site_visit/models/site_visit.py
tz_site_visit,tz.site.visit,TzSiteVisit,lead_id,Many2one,addons/tz_site_visit/models/site_visit.py
tz_site_visit,tz.site.visit,TzSiteVisit,customer_id,Many2one,addons/tz_site_visit/models/site_visit.py
tz_site_visit,tz.site.visit,TzSiteVisit,agent_id,Many2one,addons/tz_site_visit/models/site_visit.py
tz_site_visit,tz.site.visit,TzSiteVisit,property_unit_id,Many2one,addons/tz_site_visit/models/site_visit.py
tz_site_visit,tz.site.visit,TzSiteVisit,visit_datetime,Datetime,addons/tz_site_visit/models/site_visit.py
tz_site_visit,tz.site.visit,TzSiteVisit,status,Selection,addons/tz_site_visit/models/site_visit.py
tz_site_visit,tz.site.visit,TzSiteVisit,feedback,Text,addons/tz_site_visit/models/site_visit.py
tz_site_visit,tz.site.visit,TzSiteVisit,next_action,Text,addons/tz_site_visit/models/site_visit.py
tz_site_visit,tz.site.visit,TzSiteVisit,property_type,Selection,addons/tz_site_visit/models/site_visit.py
tz_site_visit,tz.site.visit,TzSiteVisit,area,Char,addons/tz_site_visit/models/site_visit.py
tz_site_visit,tz.site.visit,TzSiteVisit,sale_price,Float,addons/tz_site_visit/models/site_visit.py
tz_whatsapp,inherit:crm.lead,CrmLead,whatsapp_message_ids,One2many,addons/tz_whatsapp/models/crm_lead.py
tz_whatsapp,inherit:crm.lead,CrmLead,whatsapp_message_count,Integer,addons/tz_whatsapp/models/crm_lead.py
tz_whatsapp,tz.whatsapp.message,TzWhatsappMessage,name,Char,addons/tz_whatsapp/models/whatsapp_message.py
tz_whatsapp,tz.whatsapp.message,TzWhatsappMessage,lead_id,Many2one,addons/tz_whatsapp/models/whatsapp_message.py
tz_whatsapp,tz.whatsapp.message,TzWhatsappMessage,customer_id,Many2one,addons/tz_whatsapp/models/whatsapp_message.py
tz_whatsapp,tz.whatsapp.message,TzWhatsappMessage,agent_id,Many2one,addons/tz_whatsapp/models/whatsapp_message.py
tz_whatsapp,tz.whatsapp.message,TzWhatsappMessage,phone_number,Char,addons/tz_whatsapp/models/whatsapp_message.py
tz_whatsapp,tz.whatsapp.message,TzWhatsappMessage,direction,Selection,addons/tz_whatsapp/models/whatsapp_message.py
tz_whatsapp,tz.whatsapp.message,TzWhatsappMessage,template_name,Char,addons/tz_whatsapp/models/whatsapp_message.py
tz_whatsapp,tz.whatsapp.message,TzWhatsappMessage,message_body,Text,addons/tz_whatsapp/models/whatsapp_message.py
tz_whatsapp,tz.whatsapp.message,TzWhatsappMessage,status,Selection,addons/tz_whatsapp/models/whatsapp_message.py
tz_whatsapp,tz.whatsapp.message,TzWhatsappMessage,message_datetime,Datetime,addons/tz_whatsapp/models/whatsapp_message.py
tz_whatsapp,tz.whatsapp.message,TzWhatsappMessage,external_message_id,Char,addons/tz_whatsapp/models/whatsapp_message.py
tz_whatsapp,tz.whatsapp.message,TzWhatsappMessage,failure_reason,Text,addons/tz_whatsapp/models/whatsapp_message.py
